Age,Gender,Education_Level,Current_Field,Mathematical_Skills,Communication_Skills,Coding_Knowledge,Creativity_Level,Analytical_Thinking,Leadership_Skills,Problem_Solving_Skills,Research_Writing_Skills,Technical_Experience,Interest_Area,Work_Preference,Work_Environment,Self_Employment_Interest,Entrepreneurial_Mindset,Internship_Experience,Freelance_Experience,Job_Experience_Years,Certifications_Completed,Extracurricular_Activities,Risk_Taking_Ability,Teamwork_Individual_Pref,Stress_Handling_Ability,Adaptability_to_New_Tech,Best_Suited_Profession
18,Other,High School,Sports,3,2,No,2,1,10,9,6,4,Social Work,On-Site,Government,Yes,9,3,Yes,4,4,Yes,5,Individual,6,9,Data Scientist
33,Female,Diploma,Arts,2,9,Yes,4,10,9,7,7,5,Business,Remote,Freelance,Yes,8,3,Yes,7,8,Yes,10,Balanced,5,10,Data Scientist
40,Female,High School,Arts,5,2,Yes,9,5,1,6,3,8,Science,Hybrid,Corporate,No,7,4,Yes,0,0,No,4,Balanced,3,9,Research Scientist
40,Female,High School,Arts,3,8,No,1,7,6,3,7,5,Sports,Remote,Research Lab,No,7,1,Yes,5,9,Yes,6,Teamwork,6,4,Digital Marketer
47,Male,PhD,Arts,7,8,Yes,8,4,3,6,9,10,Social Work,On-Site,Startup,No,3,1,Yes,14,5,No,6,Teamwork,3,3,Artist
41,Other,Master’s,Arts,8,7,No,5,10,5,8,9,4,Science,Remote,Research Lab,No,4,3,No,13,6,No,9,Individual,9,3,Software Engineer
22,Male,Master’s,Arts,7,10,Yes,2,3,1,8,9,5,Business,Hybrid,Government,No,2,1,No,0,4,No,7,Balanced,4,9,Business Analyst
20,Male,Master’s,Medicine,2,6,Yes,9,10,7,4,1,2,Medicine,Hybrid,Freelance,No,9,5,Yes,12,8,No,8,Balanced,9,1,Business Analyst
29,Female,High School,Science,10,1,Yes,2,6,6,5,1,10,Technology,On-Site,Freelance,No,8,5,No,5,0,No,9,Teamwork,5,9,Digital Marketer
25,Other,PhD,Engineering,10,2,Yes,3,5,10,4,2,2,Medicine,On-Site,Startup,No,2,1,Yes,17,1,No,6,Teamwork,4,6,Business Analyst
39,Female,Master’s,Science,7,7,No,1,2,5,2,8,1,Medicine,Hybrid,Freelance,Yes,5,4,No,13,1,No,2,Balanced,5,3,Software Engineer
44,Male,Bachelor's,Business,10,4,No,1,6,2,5,8,4,Technology,Hybrid,Research Lab,No,1,4,Yes,14,8,No,5,Teamwork,7,5,Data Scientist
20,Female,Bachelor's,Business,3,9,No,2,3,8,1,1,10,Technology,On-Site,Research Lab,No,6,5,No,17,0,Yes,9,Individual,10,6,Entrepreneur
18,Other,Bachelor's,Science,7,3,No,2,9,5,2,6,8,Science,Remote,Research Lab,Yes,5,5,No,7,8,Yes,1,Teamwork,1,9,Doctor
20,Female,Diploma,Arts,1,4,No,6,3,2,7,10,10,Technology,On-Site,Research Lab,Yes,2,5,Yes,0,10,No,6,Individual,9,4,Research Scientist
22,Other,PhD,Medicine,2,3,No,8,9,4,5,3,10,Social Work,Remote,Startup,Yes,3,0,No,19,7,No,9,Teamwork,8,2,Doctor
32,Other,High School,Engineering,10,7,Yes,4,6,10,10,1,10,Business,Remote,Freelance,Yes,4,4,No,14,9,No,3,Individual,5,2,Research Scientist
31,Female,High School,Sports,1,2,Yes,3,8,8,8,5,10,Technology,On-Site,Startup,Yes,2,4,No,18,4,Yes,6,Balanced,3,7,Software Engineer
20,Male,PhD,Sports,9,10,No,2,9,8,6,2,2,Medicine,On-Site,Freelance,Yes,4,1,Yes,4,9,No,8,Teamwork,2,6,Research Scientist
18,Female,Diploma,Arts,2,2,Yes,1,8,3,8,6,7,Business,On-Site,Government,Yes,2,0,Yes,18,6,Yes,8,Individual,2,8,Business Analyst
22,Male,PhD,Science,2,2,No,8,2,10,2,4,8,Technology,Remote,Research Lab,No,3,4,Yes,2,10,No,3,Individual,7,4,Artist
43,Male,Diploma,Sports,6,4,No,7,3,8,8,8,10,Science,Remote,Startup,Yes,1,3,Yes,8,6,Yes,2,Teamwork,2,5,Doctor
40,Female,Master’s,Science,7,8,Yes,2,8,10,9,1,1,Science,On-Site,Research Lab,Yes,3,3,Yes,15,1,Yes,1,Teamwork,2,5,Lawyer
48,Male,Master’s,Medicine,2,8,No,7,5,9,8,7,3,Sports,Remote,Freelance,No,8,5,Yes,19,8,Yes,10,Balanced,10,7,Mechanical Engineer
31,Male,Diploma,Medicine,4,8,Yes,6,10,2,7,10,6,Medicine,Remote,Freelance,No,1,1,No,20,4,Yes,3,Balanced,5,4,Research Scientist
24,Female,PhD,Science,3,8,No,8,4,6,8,6,7,Sports,Remote,Research Lab,No,10,3,No,15,5,Yes,3,Individual,10,8,Lawyer
44,Female,Master’s,Arts,5,7,No,6,6,3,2,9,5,Arts,On-Site,Government,Yes,5,4,Yes,16,0,No,6,Teamwork,9,2,Doctor
26,Female,PhD,Arts,9,6,No,4,6,5,6,4,7,Medicine,Hybrid,Startup,No,4,1,No,17,3,Yes,4,Individual,10,9,Lawyer
32,Male,Master’s,Arts,2,7,Yes,8,7,4,7,6,6,Social Work,On-Site,Government,No,1,0,No,7,4,No,4,Individual,6,9,Doctor
32,Other,PhD,Sports,5,5,Yes,1,5,8,9,7,7,Technology,Remote,Freelance,No,7,4,No,0,4,Yes,2,Teamwork,3,1,Doctor
43,Male,PhD,Engineering,8,8,Yes,10,1,7,3,8,4,Medicine,Remote,Government,No,5,5,No,18,7,Yes,7,Individual,9,9,Research Scientist
27,Other,Bachelor's,Engineering,6,2,Yes,1,8,7,6,10,2,Business,Remote,Startup,Yes,10,0,No,4,1,Yes,2,Individual,3,4,Artist
45,Female,Diploma,Arts,4,5,No,4,1,1,8,7,8,Engineering,On-Site,Corporate,Yes,2,2,Yes,19,3,No,5,Teamwork,8,3,Doctor
30,Other,High School,Science,10,7,Yes,1,4,6,4,7,1,Medicine,Remote,Corporate,No,5,2,Yes,11,9,No,1,Individual,6,9,Doctor
36,Female,Diploma,Medicine,8,9,Yes,5,3,2,5,6,4,Sports,Remote,Corporate,No,2,1,No,11,0,No,4,Individual,4,10,Research Scientist
48,Female,PhD,Business,3,10,Yes,9,3,8,2,6,4,Science,Hybrid,Research Lab,No,4,1,No,1,7,No,6,Teamwork,6,1,Data Scientist
49,Other,PhD,Medicine,4,1,Yes,9,6,6,10,1,1,Business,Hybrid,Freelance,No,7,0,Yes,18,2,Yes,9,Individual,4,8,Digital Marketer
24,Female,Diploma,Medicine,9,9,No,9,8,9,7,9,8,Sports,Remote,Research Lab,No,10,4,Yes,0,4,Yes,7,Individual,8,8,Digital Marketer
34,Other,PhD,Business,5,3,Yes,6,5,10,8,8,6,Engineering,On-Site,Corporate,Yes,8,0,No,19,3,No,2,Teamwork,7,6,Mechanical Engineer
37,Female,Master’s,Arts,6,1,No,1,6,1,6,9,2,Science,Remote,Startup,Yes,5,3,Yes,11,1,No,10,Balanced,4,4,Mechanical Engineer
46,Male,PhD,Medicine,2,7,Yes,10,6,8,9,1,4,Engineering,Remote,Freelance,No,7,5,Yes,7,1,Yes,6,Balanced,5,6,Data Scientist
49,Male,Diploma,Business,9,3,Yes,5,1,2,3,6,7,Sports,Remote,Research Lab,No,5,4,Yes,14,3,No,10,Teamwork,8,1,Business Analyst
21,Female,Diploma,Sports,8,8,Yes,10,7,7,9,6,9,Medicine,Hybrid,Government,No,9,5,Yes,6,4,No,10,Individual,8,1,Software Engineer
47,Female,Diploma,Science,7,2,Yes,2,1,3,9,9,7,Technology,On-Site,Government,Yes,10,0,Yes,20,2,No,4,Balanced,2,5,Lawyer
22,Other,Bachelor's,Science,9,4,Yes,1,7,7,9,2,2,Medicine,On-Site,Startup,No,9,1,No,3,3,No,9,Individual,10,5,Mechanical Engineer
40,Male,Bachelor's,Science,5,2,Yes,5,8,1,6,1,1,Business,Hybrid,Research Lab,Yes,8,3,No,4,5,Yes,8,Teamwork,10,3,Mechanical Engineer
24,Other,Bachelor's,Arts,5,4,Yes,5,4,10,9,2,10,Social Work,Hybrid,Freelance,No,2,4,Yes,20,10,Yes,6,Individual,6,6,Entrepreneur
30,Female,Bachelor's,Medicine,9,1,Yes,1,8,9,7,6,7,Science,Hybrid,Corporate,No,6,5,No,4,4,Yes,4,Teamwork,5,2,Lawyer
32,Female,Bachelor's,Medicine,5,10,Yes,7,6,6,8,7,9,Social Work,Hybrid,Corporate,Yes,9,4,Yes,0,0,No,9,Teamwork,10,10,Data Scientist
28,Other,Bachelor's,Engineering,9,5,No,3,6,7,8,7,2,Sports,Hybrid,Freelance,No,6,4,No,11,7,Yes,5,Teamwork,10,6,Doctor
46,Female,Bachelor's,Science,1,3,Yes,6,9,9,8,3,3,Medicine,On-Site,Startup,No,7,2,Yes,19,1,Yes,7,Teamwork,6,9,Business Analyst
21,Male,Diploma,Arts,10,9,Yes,2,6,10,3,4,4,Technology,On-Site,Government,Yes,7,0,Yes,11,0,Yes,6,Teamwork,9,9,Software Engineer
30,Other,High School,Business,10,4,Yes,9,5,1,6,3,9,Social Work,Hybrid,Startup,No,4,0,No,20,10,Yes,10,Balanced,5,8,Entrepreneur
49,Male,Bachelor's,Arts,8,6,No,2,10,8,7,9,7,Technology,Hybrid,Startup,Yes,10,3,No,0,4,Yes,9,Balanced,4,2,Business Analyst
24,Male,Diploma,Medicine,3,9,No,2,10,7,4,3,2,Arts,On-Site,Freelance,Yes,8,4,Yes,8,3,Yes,5,Balanced,9,2,Doctor
44,Male,High School,Science,8,2,Yes,1,6,2,4,10,4,Engineering,On-Site,Research Lab,Yes,10,5,No,0,2,Yes,6,Individual,4,4,Doctor
36,Other,Bachelor's,Engineering,5,7,Yes,1,8,1,7,6,4,Engineering,On-Site,Research Lab,No,2,2,Yes,15,8,Yes,9,Balanced,8,5,Data Scientist
39,Female,High School,Sports,2,3,No,4,9,10,2,6,4,Technology,Hybrid,Corporate,Yes,3,0,No,17,7,Yes,1,Balanced,2,3,Research Scientist
45,Male,High School,Arts,9,1,No,7,10,1,8,5,10,Medicine,On-Site,Government,No,10,3,No,7,4,No,9,Teamwork,2,4,Software Engineer
19,Male,Master’s,Engineering,4,9,Yes,4,10,4,6,5,7,Technology,On-Site,Government,No,8,4,Yes,1,9,Yes,8,Balanced,3,9,Entrepreneur
27,Male,PhD,Medicine,7,9,No,5,8,5,9,8,6,Technology,Hybrid,Corporate,Yes,3,4,Yes,9,9,Yes,6,Individual,5,3,Mechanical Engineer
30,Female,Master’s,Business,8,4,Yes,6,8,7,5,9,2,Business,Hybrid,Government,No,9,1,No,0,10,Yes,6,Balanced,8,1,Research Scientist
47,Female,High School,Arts,7,9,No,5,7,8,10,8,10,Technology,Hybrid,Government,No,6,4,No,17,9,No,6,Balanced,10,7,Entrepreneur
42,Other,Diploma,Sports,6,7,Yes,5,1,2,10,8,2,Social Work,Remote,Research Lab,Yes,10,3,No,11,7,No,3,Balanced,8,6,Doctor
38,Female,Bachelor's,Medicine,7,4,Yes,4,4,9,1,10,3,Sports,On-Site,Government,No,9,5,No,16,4,Yes,9,Balanced,1,8,Digital Marketer
23,Other,PhD,Science,4,2,Yes,9,4,7,7,3,10,Medicine,Remote,Corporate,Yes,2,3,No,3,2,Yes,4,Teamwork,3,3,Data Scientist
45,Other,Bachelor's,Arts,10,5,Yes,5,3,6,4,6,1,Technology,Remote,Freelance,No,2,3,Yes,5,8,Yes,3,Individual,10,2,Entrepreneur
45,Other,Diploma,Engineering,1,8,Yes,9,4,8,10,9,9,Science,Hybrid,Startup,No,3,3,No,1,9,Yes,3,Balanced,6,3,Research Scientist
29,Other,PhD,Arts,5,10,No,4,2,2,4,5,7,Arts,On-Site,Startup,Yes,4,0,Yes,9,7,No,5,Balanced,9,1,Software Engineer
29,Other,Master’s,Medicine,8,10,Yes,9,3,1,3,4,7,Arts,On-Site,Corporate,No,8,3,Yes,9,9,Yes,9,Teamwork,8,6,Entrepreneur
37,Male,High School,Medicine,10,6,No,5,3,5,5,9,9,Business,Hybrid,Freelance,No,3,4,No,20,4,Yes,3,Individual,1,1,Digital Marketer
47,Female,Diploma,Engineering,6,5,No,8,10,9,6,5,7,Social Work,On-Site,Startup,No,1,2,No,18,6,Yes,8,Balanced,2,8,Artist
47,Male,High School,Sports,5,4,No,1,1,7,3,6,1,Medicine,Remote,Corporate,Yes,8,2,No,13,10,No,10,Balanced,8,7,Software Engineer
28,Other,High School,Medicine,2,6,No,4,7,7,8,7,4,Engineering,On-Site,Freelance,Yes,3,4,Yes,8,4,No,4,Individual,2,10,Doctor
49,Female,Bachelor's,Arts,10,3,Yes,4,4,9,2,8,9,Medicine,On-Site,Startup,Yes,4,1,No,18,10,No,2,Individual,3,2,Mechanical Engineer
43,Male,Diploma,Sports,5,2,No,2,8,5,7,3,6,Business,Hybrid,Corporate,Yes,1,3,Yes,0,0,Yes,5,Balanced,4,2,Lawyer
40,Male,High School,Engineering,10,1,No,3,9,5,1,1,8,Arts,Remote,Corporate,No,5,1,No,6,2,No,8,Teamwork,2,5,Data Scientist
45,Other,Master’s,Medicine,3,9,No,8,2,7,9,10,3,Science,Remote,Government,No,1,5,Yes,0,10,No,9,Balanced,10,4,Data Scientist
42,Male,PhD,Medicine,2,1,Yes,8,2,6,9,5,6,Arts,Hybrid,Startup,Yes,10,0,Yes,19,6,Yes,9,Teamwork,3,2,Digital Marketer
24,Male,Diploma,Arts,3,4,Yes,1,2,10,5,9,4,Arts,Hybrid,Research Lab,Yes,1,3,No,18,9,Yes,10,Teamwork,5,2,Doctor
47,Male,Bachelor's,Medicine,4,6,No,2,8,6,2,9,8,Science,On-Site,Research Lab,Yes,9,0,No,2,1,Yes,2,Teamwork,3,1,Research Scientist
18,Male,Diploma,Arts,2,9,No,4,2,8,6,4,3,Arts,Hybrid,Corporate,No,9,1,Yes,11,9,No,1,Balanced,2,4,Artist
18,Male,Bachelor's,Science,4,4,Yes,6,6,4,10,3,5,Technology,On-Site,Freelance,No,1,2,Yes,11,8,Yes,2,Individual,3,9,Doctor
42,Other,PhD,Sports,4,7,No,3,5,2,5,5,2,Sports,On-Site,Freelance,Yes,10,1,No,3,3,Yes,8,Balanced,6,2,Entrepreneur
44,Other,Master’s,Arts,6,7,Yes,7,10,3,4,2,7,Medicine,Hybrid,Corporate,No,3,3,Yes,5,2,No,6,Teamwork,3,4,Lawyer
47,Male,High School,Business,5,6,No,3,9,10,2,2,9,Arts,Hybrid,Government,No,5,2,No,7,3,No,8,Individual,4,5,Research Scientist
42,Other,Diploma,Medicine,7,9,No,8,2,4,5,6,5,Science,On-Site,Corporate,Yes,1,2,No,12,4,No,6,Individual,5,2,Artist
37,Other,Bachelor's,Science,7,10,Yes,6,1,5,8,5,9,Medicine,Remote,Research Lab,Yes,4,3,Yes,9,5,No,9,Teamwork,4,1,Entrepreneur
30,Female,PhD,Sports,3,7,Yes,8,2,2,2,9,2,Medicine,Remote,Government,No,4,2,Yes,7,3,Yes,7,Teamwork,2,6,Lawyer
26,Male,High School,Engineering,9,3,No,7,10,8,7,4,8,Arts,On-Site,Freelance,No,4,4,No,10,6,Yes,9,Teamwork,8,4,Entrepreneur
20,Other,PhD,Business,7,6,Yes,5,5,5,3,1,3,Social Work,Hybrid,Research Lab,No,2,2,Yes,2,3,No,1,Balanced,2,3,Research Scientist
24,Other,Master’s,Engineering,7,7,No,5,8,7,6,10,10,Arts,Remote,Freelance,No,7,3,Yes,6,5,No,8,Teamwork,10,6,Research Scientist
23,Male,High School,Business,2,7,Yes,3,8,9,4,6,5,Sports,Hybrid,Freelance,No,4,5,No,8,10,Yes,8,Teamwork,7,3,Mechanical Engineer
25,Female,High School,Science,10,6,Yes,4,2,7,6,8,3,Arts,Hybrid,Research Lab,No,10,2,No,8,4,No,6,Balanced,6,2,Lawyer
44,Male,High School,Sports,3,3,Yes,8,5,4,2,7,5,Social Work,Hybrid,Research Lab,Yes,6,0,No,3,8,No,4,Balanced,8,10,Research Scientist
26,Female,Bachelor's,Science,3,6,No,5,2,3,10,3,5,Business,Remote,Freelance,Yes,9,5,No,5,1,No,9,Balanced,9,4,Lawyer
47,Male,High School,Science,6,2,No,9,7,8,5,4,1,Medicine,Remote,Startup,Yes,5,0,No,3,8,No,5,Balanced,6,10,Research Scientist
22,Male,PhD,Business,4,10,No,3,10,9,2,10,8,Business,Hybrid,Government,Yes,5,1,No,2,8,Yes,8,Balanced,2,9,Data Scientist
18,Male,Bachelor's,Arts,4,1,Yes,10,8,5,8,5,7,Arts,On-Site,Startup,Yes,5,2,No,6,8,Yes,6,Balanced,2,8,Research Scientist
36,Male,High School,Sports,1,8,No,3,5,6,9,3,8,Science,Hybrid,Startup,No,5,1,Yes,8,10,No,10,Teamwork,2,4,Software Engineer
27,Female,PhD,Engineering,6,3,Yes,8,1,10,8,8,3,Sports,Hybrid,Startup,No,5,2,No,6,8,Yes,7,Teamwork,9,5,Digital Marketer
29,Female,PhD,Arts,8,8,Yes,8,7,10,1,9,7,Arts,On-Site,Freelance,No,9,1,Yes,9,0,Yes,6,Teamwork,2,9,Mechanical Engineer
41,Other,Diploma,Arts,8,3,Yes,7,3,6,5,7,7,Arts,Remote,Startup,No,2,5,Yes,3,7,No,3,Individual,2,1,Digital Marketer
32,Male,PhD,Medicine,8,2,Yes,6,2,3,4,8,2,Engineering,On-Site,Freelance,No,9,2,No,3,8,No,10,Balanced,3,5,Digital Marketer
44,Female,Master’s,Engineering,5,8,No,7,6,4,4,2,3,Technology,On-Site,Government,No,9,3,Yes,12,5,Yes,9,Individual,7,5,Entrepreneur
39,Female,High School,Business,10,3,No,7,2,9,7,10,6,Technology,On-Site,Corporate,No,9,4,Yes,1,7,Yes,8,Individual,8,7,Research Scientist
49,Female,High School,Medicine,6,8,No,6,10,6,10,3,4,Medicine,Hybrid,Freelance,No,10,1,Yes,1,6,No,8,Balanced,10,4,Data Scientist
49,Male,High School,Medicine,5,2,Yes,9,8,5,10,4,4,Medicine,Remote,Freelance,Yes,6,4,No,6,9,Yes,8,Teamwork,9,4,Lawyer
41,Other,PhD,Science,4,4,No,5,3,9,4,10,1,Medicine,Remote,Startup,No,8,2,Yes,13,9,Yes,7,Individual,10,10,Lawyer
26,Female,PhD,Business,4,9,Yes,5,2,8,1,2,8,Sports,On-Site,Startup,Yes,10,1,Yes,8,0,Yes,6,Teamwork,8,6,Digital Marketer
37,Male,High School,Arts,4,1,No,6,8,9,3,3,2,Business,Remote,Research Lab,No,4,1,Yes,11,0,No,5,Teamwork,2,6,Entrepreneur
34,Female,Bachelor's,Sports,4,2,No,10,6,9,8,8,6,Medicine,On-Site,Freelance,No,5,4,Yes,1,8,No,2,Balanced,10,7,Doctor
47,Female,Bachelor's,Arts,6,2,No,4,4,4,10,10,10,Engineering,On-Site,Freelance,No,8,3,Yes,2,3,No,4,Balanced,2,6,Data Scientist
34,Other,Master’s,Arts,6,9,No,10,5,8,7,7,10,Sports,Hybrid,Freelance,No,10,4,Yes,17,6,No,1,Individual,5,3,Software Engineer
43,Female,Diploma,Science,5,10,No,10,10,10,2,6,1,Technology,Remote,Corporate,Yes,1,2,No,17,10,Yes,4,Individual,6,5,Digital Marketer
37,Female,Master’s,Arts,9,5,No,9,7,9,7,6,1,Medicine,On-Site,Research Lab,Yes,8,3,No,5,7,Yes,10,Individual,1,1,Entrepreneur
29,Male,High School,Engineering,8,4,Yes,2,4,5,2,2,10,Social Work,Remote,Startup,No,9,4,Yes,13,1,Yes,2,Individual,2,7,Data Scientist
47,Male,High School,Arts,10,10,Yes,3,7,4,6,8,2,Sports,Remote,Research Lab,No,9,0,No,12,7,Yes,8,Teamwork,5,4,Artist
24,Other,High School,Arts,6,10,Yes,9,6,10,8,6,6,Social Work,Remote,Corporate,No,5,0,No,6,5,Yes,5,Teamwork,5,6,Doctor
19,Male,Diploma,Engineering,9,4,No,1,5,1,3,5,4,Engineering,On-Site,Corporate,Yes,4,0,No,9,1,Yes,5,Balanced,8,8,Digital Marketer
20,Male,PhD,Science,5,7,Yes,5,3,3,3,10,8,Sports,Hybrid,Startup,No,9,2,Yes,20,9,No,1,Individual,1,2,Digital Marketer
34,Other,Diploma,Medicine,10,3,No,3,1,10,8,5,7,Social Work,On-Site,Freelance,No,1,2,Yes,19,9,No,1,Balanced,7,8,Mechanical Engineer
22,Female,Master’s,Business,4,9,Yes,3,8,2,8,2,4,Arts,Hybrid,Freelance,Yes,6,4,No,4,5,No,4,Balanced,6,3,Mechanical Engineer
34,Other,PhD,Science,6,5,No,1,7,7,10,2,4,Technology,Remote,Startup,Yes,10,1,Yes,1,8,No,3,Individual,1,9,Software Engineer
41,Male,PhD,Arts,4,9,No,8,6,4,6,7,5,Business,Remote,Startup,Yes,6,3,Yes,0,3,No,2,Individual,4,8,Doctor
34,Other,Master’s,Medicine,8,1,Yes,3,4,9,1,5,7,Engineering,Remote,Startup,No,3,4,No,20,10,No,5,Balanced,9,5,Digital Marketer
44,Female,PhD,Business,7,10,No,4,5,9,3,7,10,Business,Remote,Freelance,Yes,5,5,No,2,6,Yes,5,Teamwork,9,7,Data Scientist
34,Other,Bachelor's,Business,5,8,No,5,5,2,10,8,9,Engineering,Hybrid,Government,Yes,9,0,Yes,9,6,No,1,Teamwork,2,4,Entrepreneur
19,Male,Master’s,Business,10,2,Yes,5,2,3,7,4,5,Sports,On-Site,Startup,Yes,10,2,Yes,9,5,Yes,4,Teamwork,6,7,Doctor
19,Male,Master’s,Engineering,6,8,Yes,2,6,8,2,5,3,Social Work,Hybrid,Corporate,No,9,0,Yes,9,8,No,10,Balanced,3,6,Data Scientist
45,Other,Bachelor's,Engineering,7,4,Yes,7,5,10,9,1,9,Social Work,On-Site,Freelance,No,7,2,Yes,13,2,Yes,5,Balanced,1,6,Research Scientist
39,Female,Diploma,Medicine,2,2,Yes,6,1,3,9,6,1,Sports,Remote,Research Lab,Yes,5,1,No,16,5,No,6,Balanced,6,5,Doctor
40,Other,Diploma,Arts,9,2,Yes,7,9,4,2,1,2,Sports,Remote,Startup,No,7,5,No,3,7,No,6,Individual,3,9,Data Scientist
22,Female,Diploma,Medicine,7,6,No,10,7,3,6,3,4,Medicine,On-Site,Startup,No,10,4,No,17,8,Yes,9,Teamwork,6,4,Business Analyst
49,Female,PhD,Arts,8,3,No,10,2,2,2,10,6,Sports,Remote,Research Lab,Yes,2,4,No,8,6,No,3,Balanced,9,5,Research Scientist
18,Other,Bachelor's,Science,5,10,Yes,3,6,1,1,3,3,Business,Hybrid,Research Lab,Yes,8,2,Yes,7,7,No,5,Teamwork,3,3,Business Analyst
18,Female,Master’s,Business,3,3,No,8,1,3,10,7,10,Business,On-Site,Corporate,Yes,7,0,No,7,6,No,5,Balanced,8,3,Data Scientist
36,Male,Master’s,Business,2,9,Yes,6,2,9,9,10,3,Technology,On-Site,Freelance,Yes,8,3,Yes,4,4,Yes,2,Teamwork,6,5,Data Scientist
47,Other,Master’s,Engineering,2,5,No,7,7,8,5,2,9,Social Work,On-Site,Freelance,Yes,2,0,Yes,11,2,Yes,2,Teamwork,1,1,Digital Marketer
19,Female,PhD,Science,3,7,No,9,3,9,1,9,3,Sports,Hybrid,Freelance,No,6,2,No,0,7,No,3,Teamwork,5,1,Research Scientist
38,Male,PhD,Sports,1,5,No,8,7,10,7,4,5,Medicine,On-Site,Corporate,Yes,2,4,Yes,14,5,Yes,1,Individual,8,8,Business Analyst
29,Other,Diploma,Science,1,2,Yes,8,6,5,3,6,3,Sports,On-Site,Corporate,Yes,8,3,No,14,3,No,7,Balanced,1,2,Artist
43,Male,PhD,Arts,7,8,No,3,5,5,6,6,1,Engineering,Remote,Government,No,2,5,No,16,7,No,7,Teamwork,5,3,Software Engineer
49,Male,Diploma,Science,10,9,Yes,1,10,8,4,2,5,Sports,On-Site,Startup,No,1,4,No,16,9,No,6,Balanced,4,7,Research Scientist
23,Male,Diploma,Engineering,8,2,Yes,1,9,5,3,10,5,Medicine,Hybrid,Research Lab,Yes,10,4,No,3,4,No,8,Balanced,2,9,Research Scientist
49,Female,Master’s,Arts,6,2,Yes,10,10,4,6,4,3,Arts,Hybrid,Research Lab,Yes,9,2,Yes,11,10,Yes,8,Individual,6,5,Research Scientist
40,Other,PhD,Medicine,7,4,No,2,5,9,8,2,9,Medicine,Remote,Research Lab,Yes,6,2,Yes,13,6,Yes,7,Teamwork,3,7,Data Scientist
21,Other,Diploma,Arts,1,8,No,8,5,1,6,10,10,Medicine,Hybrid,Corporate,No,6,2,No,15,4,No,3,Teamwork,10,7,Digital Marketer
40,Female,Bachelor's,Medicine,1,5,No,10,8,6,6,1,4,Technology,Remote,Startup,Yes,6,0,No,16,1,No,3,Balanced,4,4,Mechanical Engineer
28,Other,Bachelor's,Sports,9,5,Yes,6,7,7,5,10,3,Arts,Remote,Corporate,No,1,5,No,11,9,Yes,5,Balanced,3,9,Digital Marketer
41,Male,PhD,Arts,5,7,Yes,6,1,6,5,7,5,Arts,Hybrid,Government,Yes,8,2,No,12,3,No,1,Individual,3,10,Business Analyst
44,Other,Master’s,Business,7,4,Yes,1,10,10,1,5,7,Sports,On-Site,Research Lab,Yes,4,1,No,0,7,Yes,9,Teamwork,7,10,Entrepreneur
34,Female,Master’s,Sports,6,9,Yes,2,2,8,4,5,2,Medicine,Hybrid,Freelance,Yes,1,0,Yes,16,8,Yes,9,Balanced,2,8,Business Analyst
48,Male,Diploma,Medicine,4,4,Yes,5,4,8,8,3,5,Sports,Hybrid,Startup,No,1,5,No,8,8,No,3,Individual,1,6,Digital Marketer
23,Female,PhD,Engineering,1,8,Yes,3,9,5,6,1,3,Science,Hybrid,Government,No,1,4,Yes,13,6,Yes,1,Individual,2,2,Doctor
41,Male,Bachelor's,Sports,4,3,No,2,7,4,7,3,9,Social Work,Remote,Freelance,Yes,7,3,No,1,10,No,6,Teamwork,1,1,Doctor
22,Male,Diploma,Sports,10,6,Yes,9,2,7,9,9,8,Arts,Remote,Freelance,No,6,0,No,9,0,No,2,Balanced,6,8,Mechanical Engineer
37,Other,Diploma,Sports,10,1,No,10,8,9,8,4,9,Medicine,Hybrid,Startup,Yes,7,2,No,1,6,No,9,Balanced,8,1,Mechanical Engineer
19,Male,High School,Medicine,8,7,Yes,7,1,2,4,5,6,Medicine,Hybrid,Research Lab,No,7,5,No,5,9,No,5,Individual,7,5,Research Scientist
23,Female,PhD,Medicine,1,7,Yes,1,8,7,7,6,4,Technology,Remote,Startup,Yes,5,5,Yes,16,5,Yes,3,Individual,10,10,Lawyer
39,Other,Diploma,Arts,2,2,No,1,5,6,3,9,9,Sports,Hybrid,Freelance,Yes,7,1,Yes,4,0,No,6,Teamwork,7,5,Doctor
28,Female,Bachelor's,Business,8,5,No,3,1,3,5,5,4,Engineering,Hybrid,Freelance,Yes,2,0,Yes,8,3,Yes,10,Teamwork,7,7,Lawyer
48,Male,High School,Sports,2,4,No,10,3,2,3,7,4,Arts,Remote,Startup,Yes,1,3,No,10,4,Yes,4,Teamwork,9,9,Research Scientist
33,Female,Bachelor's,Arts,10,10,No,6,7,1,7,9,2,Sports,Hybrid,Research Lab,Yes,10,0,Yes,19,5,Yes,7,Teamwork,1,6,Entrepreneur
33,Female,Master’s,Arts,9,9,No,2,7,2,3,1,1,Arts,Remote,Freelance,Yes,5,4,No,16,8,No,3,Individual,5,9,Entrepreneur
18,Male,High School,Business,3,2,No,8,8,5,8,2,10,Science,On-Site,Startup,No,1,5,Yes,10,3,No,3,Teamwork,6,2,Digital Marketer
26,Other,High School,Arts,3,3,No,4,4,1,10,5,4,Medicine,On-Site,Freelance,No,7,2,No,6,5,Yes,4,Balanced,2,3,Research Scientist
45,Female,Diploma,Business,6,1,Yes,8,6,8,8,5,6,Sports,Remote,Corporate,No,2,0,Yes,7,9,Yes,6,Teamwork,8,3,Business Analyst
