Age,Gender,Education_Level,Current_Field,Mathematical_Skills,Communication_Skills,Coding_Knowledge,Creativity_Level,Analytical_Thinking,Leadership_Skills,Problem_Solving_Skills,Research_Writing_Skills,Technical_Experience,Interest_Area,Work_Preference,Work_Environment,Self_Employment_Interest,Entrepreneurial_Mindset,Freelance_Experience,Job_Experience_Years,Certifications_Completed,Extracurricular_Activities,Risk_Taking_Ability,Teamwork_Individual_Pref,Stress_Handling_Ability,Adaptability_to_New_Tech,Best_Suited_Profession
41,Male,Bachelor's,Engineering,Low,Medium,No,High,Low,Medium,High,Medium,High,Science,On-Site,Government,No,Low,Yes,3,9,Yes,Medium,Balanced,Medium,High,Artist
48,Female,Master’s,Engineering,High,Low,No,Low,High,Low,High,High,Medium,Sports,Remote,Freelance,Yes,Low,No,12,5,Yes,Low,Individual,High,High,Digital Marketer
28,Female,Bachelor's,Science,Medium,Medium,Yes,Medium,Low,Medium,High,Medium,High,Medicine,Remote,Research Lab,No,Low,Yes,7,0,No,Low,Teamwork,Low,High,Lawyer
36,Other,Diploma,Business,High,High,No,High,Medium,Medium,Medium,Medium,High,Sports,On-Site,Government,Yes,Low,No,9,10,Yes,High,Teamwork,Medium,Medium,Business Analyst
34,Male,PhD,Sports,Low,Medium,No,Medium,High,Low,Medium,Medium,Medium,Arts,Remote,Corporate,Yes,Low,No,6,1,Yes,Low,Individual,High,High,Lawyer
25,Male,Diploma,Business,Low,Low,Yes,High,Low,Medium,High,Medium,High,Social Work,Hybrid,Research Lab,No,Medium,Yes,7,3,No,High,Teamwork,High,Medium,Lawyer
20,Female,Bachelor's,Sports,Low,Medium,Yes,High,High,High,Medium,Low,High,Social Work,On-Site,Research Lab,No,High,Yes,2,0,Yes,Medium,Teamwork,High,Low,Lawyer
20,Other,PhD,Arts,Low,Low,No,Medium,High,Low,Low,High,Low,Arts,Remote,Freelance,No,Medium,No,2,3,No,Low,Balanced,High,High,Research Scientist
18,Other,Diploma,Medicine,Medium,High,Yes,Medium,Medium,High,Medium,Medium,Low,Business,On-Site,Corporate,Yes,Medium,Yes,0,8,No,High,Individual,High,Low,Doctor
44,Female,High School,Science,Medium,Medium,No,High,Low,High,High,Medium,Medium,Arts,Hybrid,Startup,Yes,Low,Yes,6,1,Yes,Medium,Balanced,Medium,Low,Data Scientist
22,Male,High School,Sports,Low,Medium,Yes,Low,Medium,High,Medium,Low,Medium,Arts,On-Site,Research Lab,No,Medium,No,4,7,Yes,Medium,Teamwork,Medium,Medium,Business Analyst
27,Female,PhD,Sports,Low,Medium,Yes,High,Medium,Low,Medium,High,Medium,Business,On-Site,Government,No,High,No,3,10,Yes,High,Individual,Medium,High,Research Scientist
24,Female,PhD,Business,Medium,High,Yes,Medium,Medium,High,Low,Medium,High,Business,Remote,Government,No,Medium,No,4,9,Yes,Low,Teamwork,High,Low,Mechanical Engineer
43,Female,PhD,Science,Medium,Medium,Yes,Medium,Low,High,Low,Medium,High,Science,On-Site,Startup,No,Low,No,12,10,No,High,Individual,High,Medium,Data Scientist
26,Female,High School,Sports,Medium,High,Yes,Medium,Low,Medium,Low,Medium,Low,Technology,On-Site,Research Lab,No,Medium,Yes,8,2,No,Medium,Teamwork,Low,High,Artist
45,Male,Diploma,Arts,Low,High,Yes,Medium,High,Low,Medium,High,Medium,Arts,Remote,Startup,Yes,Medium,Yes,12,0,Yes,High,Individual,Medium,High,Entrepreneur
24,Female,PhD,Engineering,High,Low,No,Low,Low,High,Medium,Low,Low,Medicine,Hybrid,Government,No,Medium,No,6,8,No,Low,Balanced,Low,Medium,Business Analyst
26,Male,High School,Sports,Medium,Medium,No,Medium,High,Low,Medium,Low,Medium,Medicine,On-Site,Government,No,Medium,No,1,4,No,Medium,Individual,Medium,High,Entrepreneur
25,Female,PhD,Business,Low,Low,Yes,Low,Low,High,Medium,Medium,Low,Arts,Hybrid,Corporate,No,Low,No,4,7,Yes,Medium,Teamwork,Medium,Low,Lawyer
29,Other,PhD,Arts,Low,Medium,Yes,Medium,Low,Medium,Medium,Medium,High,Arts,Hybrid,Research Lab,Yes,High,Yes,11,6,Yes,Low,Individual,Low,Low,Digital Marketer
19,Male,PhD,Science,Low,High,No,Low,High,High,Medium,High,High,Engineering,Remote,Freelance,No,Medium,No,1,0,No,High,Balanced,Medium,Low,Business Analyst
18,Other,High School,Sports,Low,Low,No,Low,Low,High,High,Medium,Medium,Social Work,On-Site,Government,Yes,High,Yes,0,4,Yes,Medium,Individual,Medium,High,Data Scientist
33,Female,Diploma,Arts,Low,High,Yes,Medium,High,High,Medium,Medium,Medium,Business,Remote,Freelance,Yes,High,Yes,7,8,Yes,High,Balanced,Medium,High,Data Scientist
40,Female,High School,Arts,Medium,Low,Yes,High,Medium,Low,Medium,Low,High,Science,Hybrid,Corporate,No,Medium,Yes,0,0,No,Medium,Balanced,Low,High,Research Scientist
40,Female,High School,Arts,Low,High,No,Low,Medium,Medium,Low,Medium,Medium,Sports,Remote,Research Lab,No,Medium,Yes,5,9,Yes,Medium,Teamwork,Medium,Medium,Digital Marketer
47,Male,PhD,Arts,Medium,High,Yes,High,Medium,Low,Medium,High,High,Social Work,On-Site,Startup,No,Low,Yes,12,5,No,Medium,Teamwork,Low,Low,Artist
41,Other,Master’s,Arts,High,Medium,No,Medium,High,Medium,High,High,Medium,Science,Remote,Research Lab,No,Medium,No,12,6,No,High,Individual,High,Low,Software Engineer
22,Male,Master’s,Arts,Medium,High,Yes,Low,Low,Low,High,High,Medium,Business,Hybrid,Government,No,Low,No,0,4,No,Medium,Balanced,Medium,High,Business Analyst
20,Male,Master’s,Medicine,Low,Medium,Yes,High,High,Medium,Medium,Low,Low,Medicine,Hybrid,Freelance,No,High,Yes,2,8,No,High,Balanced,High,Low,Business Analyst
29,Female,High School,Science,High,Low,Yes,Low,Medium,Medium,Medium,Low,High,Technology,On-Site,Freelance,No,High,No,5,0,No,High,Teamwork,Medium,High,Digital Marketer
25,Other,PhD,Engineering,High,Low,Yes,Low,Medium,High,Medium,Low,Low,Medicine,On-Site,Startup,No,Low,Yes,7,1,No,Medium,Teamwork,Medium,Medium,Business Analyst
39,Female,Master’s,Science,Medium,Medium,No,Low,Low,Medium,Low,High,Low,Medicine,Hybrid,Freelance,Yes,Medium,No,12,1,No,Low,Balanced,Medium,Low,Software Engineer
44,Male,Bachelor's,Business,High,Medium,No,Low,Medium,Low,Medium,High,Medium,Technology,Hybrid,Research Lab,No,Low,Yes,12,8,No,Medium,Teamwork,Medium,Medium,Data Scientist
20,Female,Bachelor's,Business,Low,High,No,Low,Low,High,Low,Low,High,Technology,On-Site,Research Lab,No,Medium,No,2,0,Yes,High,Individual,High,Medium,Entrepreneur
18,Other,Bachelor's,Science,Medium,Low,No,Low,High,Medium,Low,Medium,High,Science,Remote,Research Lab,Yes,Medium,No,0,8,Yes,Low,Teamwork,Low,High,Doctor
20,Female,Diploma,Arts,Low,Medium,No,Medium,Low,Low,Medium,High,High,Technology,On-Site,Research Lab,Yes,Low,Yes,0,10,No,Medium,Individual,High,Medium,Research Scientist
22,Other,PhD,Medicine,Low,Low,No,High,High,Medium,Medium,Low,High,Social Work,Remote,Startup,Yes,Low,No,4,7,No,High,Teamwork,High,Low,Doctor
32,Other,High School,Engineering,High,Medium,Yes,Medium,Medium,High,High,Low,High,Business,Remote,Freelance,Yes,Medium,No,12,9,No,Low,Individual,Medium,Low,Research Scientist
31,Female,High School,Sports,Low,Low,Yes,Low,High,High,High,Medium,High,Technology,On-Site,Startup,Yes,Low,No,12,4,Yes,Medium,Balanced,Low,Medium,Software Engineer
20,Male,PhD,Sports,High,High,No,Low,High,High,Medium,Low,Low,Medicine,On-Site,Freelance,Yes,Medium,Yes,2,9,No,High,Teamwork,Low,Medium,Research Scientist
18,Female,Diploma,Arts,Low,Low,Yes,Low,High,Low,High,Medium,Medium,Business,On-Site,Government,Yes,Low,Yes,0,6,Yes,High,Individual,Low,High,Business Analyst
22,Male,PhD,Science,Low,Low,No,High,Low,High,Low,Medium,High,Technology,Remote,Research Lab,No,Low,Yes,2,10,No,Low,Individual,Medium,Medium,Artist
43,Male,Diploma,Sports,Medium,Medium,No,Medium,Low,High,High,High,High,Science,Remote,Startup,Yes,Low,Yes,8,6,Yes,Low,Teamwork,Low,Medium,Doctor
40,Female,Master’s,Science,Medium,High,Yes,Low,High,High,High,Low,Low,Science,On-Site,Research Lab,Yes,Low,Yes,12,1,Yes,Low,Teamwork,Low,Medium,Lawyer
48,Male,Master’s,Medicine,Low,High,No,Medium,Medium,High,High,Medium,Low,Sports,Remote,Freelance,No,High,Yes,12,8,Yes,High,Balanced,High,Medium,Mechanical Engineer
31,Male,Diploma,Medicine,Medium,High,Yes,Medium,High,Low,Medium,High,Medium,Medicine,Remote,Freelance,No,Low,No,12,4,Yes,Low,Balanced,Medium,Medium,Research Scientist
24,Female,PhD,Science,Low,High,No,High,Medium,Medium,High,Medium,Medium,Sports,Remote,Research Lab,No,High,No,6,5,Yes,Low,Individual,High,High,Lawyer
44,Female,Master’s,Arts,Medium,Medium,No,Medium,Medium,Low,Low,High,Medium,Arts,On-Site,Government,Yes,Medium,Yes,12,0,No,Medium,Teamwork,High,Low,Doctor
26,Female,PhD,Arts,High,Medium,No,Medium,Medium,Medium,Medium,Medium,Medium,Medicine,Hybrid,Startup,No,Medium,No,8,3,Yes,Medium,Individual,High,High,Lawyer
32,Male,Master’s,Arts,Low,Medium,Yes,High,Medium,Medium,Medium,Medium,Medium,Social Work,On-Site,Government,No,Low,No,7,4,No,Medium,Individual,Medium,High,Doctor
32,Other,PhD,Sports,Medium,Medium,Yes,Low,Medium,High,High,Medium,Medium,Technology,Remote,Freelance,No,Medium,No,0,4,Yes,Low,Teamwork,Low,Low,Doctor
43,Male,PhD,Engineering,High,High,Yes,High,Low,Medium,Low,High,Medium,Medicine,Remote,Government,No,Medium,No,12,7,Yes,Medium,Individual,High,High,Research Scientist
27,Other,Bachelor's,Engineering,Medium,Low,Yes,Low,High,Medium,Medium,High,Low,Business,Remote,Startup,Yes,High,No,4,1,Yes,Low,Individual,Low,Medium,Artist
45,Female,Diploma,Arts,Medium,Medium,No,Medium,Low,Low,High,Medium,High,Engineering,On-Site,Corporate,Yes,Low,Yes,12,3,No,Medium,Teamwork,High,Low,Doctor
30,Other,High School,Science,High,Medium,Yes,Low,Medium,Medium,Medium,Medium,Low,Medicine,Remote,Corporate,No,Medium,Yes,11,9,No,Low,Individual,Medium,High,Doctor
36,Female,Diploma,Medicine,High,High,Yes,Medium,Low,Low,Medium,Medium,Medium,Sports,Remote,Corporate,No,Low,No,11,0,No,Medium,Individual,Medium,High,Research Scientist
48,Female,PhD,Business,Low,High,Yes,High,Low,High,Low,Medium,Medium,Science,Hybrid,Research Lab,No,Medium,No,1,7,No,Medium,Teamwork,Medium,Low,Data Scientist
49,Other,PhD,Medicine,Medium,Low,Yes,High,Medium,Medium,High,Low,Low,Business,Hybrid,Freelance,No,Medium,Yes,12,2,Yes,High,Individual,Medium,High,Digital Marketer
24,Female,Diploma,Medicine,High,High,No,High,High,High,Medium,High,High,Sports,Remote,Research Lab,No,High,Yes,0,4,Yes,Medium,Individual,High,High,Digital Marketer
34,Other,PhD,Business,Medium,Low,Yes,Medium,Medium,High,High,High,Medium,Engineering,On-Site,Corporate,Yes,High,No,12,3,No,Low,Teamwork,Medium,Medium,Mechanical Engineer
37,Female,Master’s,Arts,Medium,Low,No,Low,Medium,Low,Medium,High,Low,Science,Remote,Startup,Yes,Medium,Yes,11,1,No,High,Balanced,Medium,Medium,Mechanical Engineer
46,Male,PhD,Medicine,Low,Medium,Yes,High,Medium,High,High,Low,Medium,Engineering,Remote,Freelance,No,Medium,Yes,7,1,Yes,Medium,Balanced,Medium,Medium,Data Scientist
49,Male,Diploma,Business,High,Low,Yes,Medium,Low,Low,Low,Medium,Medium,Sports,Remote,Research Lab,No,Medium,Yes,12,3,No,High,Teamwork,High,Low,Business Analyst
21,Female,Diploma,Sports,High,High,Yes,High,Medium,Medium,High,Medium,High,Medicine,Hybrid,Government,No,High,Yes,3,4,No,High,Individual,High,Low,Software Engineer
47,Female,Diploma,Science,Medium,Low,Yes,Low,Low,Low,High,High,Medium,Technology,On-Site,Government,Yes,High,Yes,12,2,No,Medium,Balanced,Low,Medium,Lawyer
22,Other,Bachelor's,Science,High,Medium,Yes,Low,Medium,Medium,High,Low,Low,Medicine,On-Site,Startup,No,High,No,3,3,No,High,Individual,High,Medium,Mechanical Engineer
40,Male,Bachelor's,Science,Medium,Low,Yes,Medium,High,Low,Medium,Low,Low,Business,Hybrid,Research Lab,Yes,High,No,4,5,Yes,High,Teamwork,High,Low,Mechanical Engineer
24,Other,Bachelor's,Arts,Medium,Medium,Yes,Medium,Medium,High,High,Low,High,Social Work,Hybrid,Freelance,No,Low,Yes,6,10,Yes,Medium,Individual,Medium,Medium,Entrepreneur
30,Female,Bachelor's,Medicine,High,Low,Yes,Low,High,High,Medium,Medium,Medium,Science,Hybrid,Corporate,No,Medium,No,4,4,Yes,Medium,Teamwork,Medium,Low,Lawyer
32,Female,Bachelor's,Medicine,Medium,High,Yes,Medium,Medium,Medium,High,Medium,High,Social Work,Hybrid,Corporate,Yes,High,Yes,0,0,No,High,Teamwork,High,High,Data Scientist
28,Other,Bachelor's,Engineering,High,Medium,No,Low,Medium,Medium,High,Medium,Low,Sports,Hybrid,Freelance,No,Medium,No,10,7,Yes,Medium,Teamwork,High,Medium,Doctor
46,Female,Bachelor's,Science,Low,Low,Yes,Medium,High,High,High,Low,Low,Medicine,On-Site,Startup,No,Medium,Yes,12,1,Yes,Medium,Teamwork,Medium,High,Business Analyst
21,Male,Diploma,Arts,High,High,Yes,Low,Medium,High,Low,Medium,Medium,Technology,On-Site,Government,Yes,Medium,Yes,3,0,Yes,Medium,Teamwork,High,High,Software Engineer
30,Other,High School,Business,High,Medium,Yes,High,Medium,Low,Medium,Low,High,Social Work,Hybrid,Startup,No,Medium,No,12,10,Yes,High,Balanced,Medium,High,Entrepreneur
49,Male,Bachelor's,Arts,High,Medium,No,Low,High,High,Medium,High,Medium,Technology,Hybrid,Startup,Yes,High,No,0,4,Yes,High,Balanced,Medium,Low,Business Analyst
24,Male,Diploma,Medicine,Low,High,No,Low,High,Medium,Medium,Low,Low,Arts,On-Site,Freelance,Yes,High,Yes,6,3,Yes,Medium,Balanced,High,Low,Doctor
44,Male,High School,Science,High,Low,Yes,Low,Medium,Low,Medium,High,Medium,Engineering,On-Site,Research Lab,Yes,High,No,0,2,Yes,Medium,Individual,Medium,Medium,Doctor
36,Other,Bachelor's,Engineering,Medium,Medium,Yes,Low,High,Low,Medium,Medium,Medium,Engineering,On-Site,Research Lab,No,Low,Yes,12,8,Yes,High,Balanced,High,Medium,Data Scientist
39,Female,High School,Sports,Low,Low,No,Medium,High,High,Low,Medium,Medium,Technology,Hybrid,Corporate,Yes,Low,No,12,7,Yes,Low,Balanced,Low,Low,Research Scientist
45,Male,High School,Arts,High,Low,No,Medium,High,Low,High,Medium,High,Medicine,On-Site,Government,No,High,No,7,4,No,High,Teamwork,Low,Medium,Software Engineer
19,Male,Master’s,Engineering,Medium,High,Yes,Medium,High,Medium,Medium,Medium,Medium,Technology,On-Site,Government,No,High,Yes,1,9,Yes,High,Balanced,Low,High,Entrepreneur
27,Male,PhD,Medicine,Medium,High,No,Medium,High,Medium,High,High,Medium,Technology,Hybrid,Corporate,Yes,Low,Yes,9,9,Yes,Medium,Individual,Medium,Low,Mechanical Engineer
30,Female,Master’s,Business,High,Medium,Yes,Medium,High,Medium,Medium,High,Low,Business,Hybrid,Government,No,High,No,0,10,Yes,Medium,Balanced,High,Low,Research Scientist
47,Female,High School,Arts,Medium,High,No,Medium,Medium,High,High,High,High,Technology,Hybrid,Government,No,Medium,No,12,9,No,Medium,Balanced,High,Medium,Entrepreneur
42,Other,Diploma,Sports,Medium,Medium,Yes,Medium,Low,Low,High,High,Low,Social Work,Remote,Research Lab,Yes,High,No,11,7,No,Low,Balanced,High,Medium,Doctor
38,Female,Bachelor's,Medicine,Medium,Medium,Yes,Medium,Medium,High,Low,High,Low,Sports,On-Site,Government,No,High,No,12,4,Yes,High,Balanced,Low,High,Digital Marketer
23,Other,PhD,Science,Medium,Low,Yes,High,Medium,Medium,Medium,Low,High,Medicine,Remote,Corporate,Yes,Low,No,3,2,Yes,Medium,Teamwork,Low,Low,Data Scientist
45,Other,Bachelor's,Arts,High,Medium,Yes,Medium,Low,Medium,Medium,Medium,Low,Technology,Remote,Freelance,No,Low,Yes,5,8,Yes,Low,Individual,High,Low,Entrepreneur
45,Other,Diploma,Engineering,Low,High,Yes,High,Medium,High,High,High,High,Science,Hybrid,Startup,No,Low,No,1,9,Yes,Low,Balanced,Medium,Low,Research Scientist
29,Other,PhD,Arts,Medium,High,No,Medium,Low,Low,Medium,Medium,Medium,Arts,On-Site,Startup,Yes,Medium,Yes,9,7,No,Medium,Balanced,High,Low,Software Engineer
29,Other,Master’s,Medicine,High,High,Yes,High,Low,Low,Low,Medium,Medium,Arts,On-Site,Corporate,No,High,Yes,9,9,Yes,High,Teamwork,High,Medium,Entrepreneur
37,Male,High School,Medicine,High,Medium,No,Medium,Low,Medium,Medium,High,High,Business,Hybrid,Freelance,No,Low,No,12,4,Yes,Low,Individual,Low,Low,Digital Marketer
47,Female,Diploma,Engineering,Medium,Medium,No,High,High,High,Medium,Medium,Medium,Social Work,On-Site,Startup,No,Low,No,12,6,Yes,High,Balanced,Low,High,Artist
47,Male,High School,Sports,Medium,Medium,No,Low,Low,Medium,Low,Medium,Low,Medicine,Remote,Corporate,Yes,High,No,12,10,No,High,Balanced,High,Medium,Software Engineer
28,Other,High School,Medicine,Low,Medium,No,Medium,Medium,Medium,High,Medium,Medium,Engineering,On-Site,Freelance,Yes,Low,Yes,8,4,No,Medium,Individual,Low,High,Doctor
49,Female,Bachelor's,Arts,High,Low,Yes,Medium,Medium,High,Low,High,High,Medicine,On-Site,Startup,Yes,Medium,No,12,10,No,Low,Individual,Low,Low,Mechanical Engineer
43,Male,Diploma,Sports,Medium,Low,No,Low,High,Medium,Medium,Low,Medium,Business,Hybrid,Corporate,Yes,Low,Yes,0,0,Yes,Medium,Balanced,Medium,Low,Lawyer
40,Male,High School,Engineering,High,Low,No,Low,High,Medium,Low,Low,High,Arts,Remote,Corporate,No,Medium,No,6,2,No,High,Teamwork,Low,Medium,Data Scientist
45,Other,Master’s,Medicine,Low,High,No,High,Low,Medium,High,High,Low,Science,Remote,Government,No,Low,Yes,0,10,No,High,Balanced,High,Medium,Data Scientist
42,Male,PhD,Medicine,Low,Low,Yes,High,Low,Medium,High,Medium,Medium,Arts,Hybrid,Startup,Yes,High,Yes,12,6,Yes,High,Teamwork,Low,Low,Digital Marketer
24,Male,Diploma,Arts,Low,Medium,Yes,Low,Low,High,Medium,High,Medium,Arts,Hybrid,Research Lab,Yes,Low,No,6,9,Yes,High,Teamwork,Medium,Low,Doctor
47,Male,Bachelor's,Medicine,Medium,Medium,No,Low,High,Medium,Low,High,High,Science,On-Site,Research Lab,Yes,High,No,2,1,Yes,Low,Teamwork,Low,Low,Research Scientist
18,Male,Diploma,Arts,Low,High,No,Medium,Low,High,Medium,Medium,Low,Arts,Hybrid,Corporate,No,High,Yes,0,9,No,Low,Balanced,Low,Medium,Artist
18,Male,Bachelor's,Science,Medium,Medium,Yes,Medium,Medium,Medium,High,Low,Medium,Technology,On-Site,Freelance,No,Low,Yes,0,8,Yes,Low,Individual,Low,High,Doctor
42,Other,PhD,Sports,Medium,Medium,No,Low,Medium,Low,Medium,Medium,Low,Sports,On-Site,Freelance,Yes,High,No,3,3,Yes,High,Balanced,Medium,Low,Entrepreneur
44,Other,Master’s,Arts,Medium,Medium,Yes,Medium,High,Low,Medium,Low,Medium,Medicine,Hybrid,Corporate,No,Low,Yes,5,2,No,Medium,Teamwork,Low,Medium,Lawyer
47,Male,High School,Business,Medium,Medium,No,Low,High,High,Low,Low,High,Arts,Hybrid,Government,No,Medium,No,7,3,No,High,Individual,Medium,Medium,Research Scientist
42,Other,Diploma,Medicine,Medium,High,No,High,Low,Medium,Medium,Medium,Medium,Science,On-Site,Corporate,Yes,Low,No,12,4,No,Medium,Individual,Medium,Low,Artist
37,Other,Bachelor's,Science,Medium,High,Yes,Medium,Low,Medium,High,Medium,High,Medicine,Remote,Research Lab,Yes,Medium,Yes,9,5,No,High,Teamwork,Medium,Low,Entrepreneur
30,Female,PhD,Sports,Low,Medium,Yes,High,Low,Low,Low,High,Low,Medicine,Remote,Government,No,Medium,Yes,7,3,Yes,Medium,Teamwork,Low,Medium,Lawyer
26,Male,High School,Engineering,High,Low,No,Medium,High,High,Medium,Medium,High,Arts,On-Site,Freelance,No,Medium,No,8,6,Yes,High,Teamwork,High,Medium,Entrepreneur
20,Other,PhD,Business,Medium,Medium,Yes,Medium,Medium,Medium,Low,Low,Low,Social Work,Hybrid,Research Lab,No,Low,Yes,2,3,No,Low,Balanced,Low,Low,Research Scientist
24,Other,Master’s,Engineering,Medium,Medium,No,Medium,High,Medium,Medium,High,High,Arts,Remote,Freelance,No,Medium,Yes,6,5,No,High,Teamwork,High,Medium,Research Scientist
23,Male,High School,Business,Low,Medium,Yes,Low,High,High,Medium,Medium,Medium,Sports,Hybrid,Freelance,No,Medium,No,5,10,Yes,High,Teamwork,Medium,Low,Mechanical Engineer
25,Female,High School,Science,High,Medium,Yes,Medium,Low,Medium,Medium,High,Low,Arts,Hybrid,Research Lab,No,High,No,7,4,No,Medium,Balanced,Medium,Low,Lawyer
44,Male,High School,Sports,Low,Low,Yes,High,Medium,Medium,Low,Medium,Medium,Social Work,Hybrid,Research Lab,Yes,Medium,No,3,8,No,Medium,Balanced,High,High,Research Scientist
26,Female,Bachelor's,Science,Low,Medium,No,Medium,Low,Low,High,Low,Medium,Business,Remote,Freelance,Yes,High,No,5,1,No,High,Balanced,High,Medium,Lawyer
47,Male,High School,Science,Medium,Low,No,High,Medium,High,Medium,Medium,Low,Medicine,Remote,Startup,Yes,Medium,No,3,8,No,Medium,Balanced,Medium,High,Research Scientist
22,Male,PhD,Business,Medium,High,No,Low,High,High,Low,High,High,Business,Hybrid,Government,Yes,Medium,No,2,8,Yes,High,Balanced,Low,High,Data Scientist
18,Male,Bachelor's,Arts,Medium,Low,Yes,High,High,Medium,High,Medium,Medium,Arts,On-Site,Startup,Yes,Medium,No,0,8,Yes,Medium,Balanced,Low,High,Research Scientist
36,Male,High School,Sports,Low,High,No,Low,Medium,Medium,High,Low,High,Science,Hybrid,Startup,No,Medium,Yes,8,10,No,High,Teamwork,Low,Medium,Software Engineer
27,Female,PhD,Engineering,Medium,Low,Yes,High,Low,High,High,High,Low,Sports,Hybrid,Startup,No,Medium,No,6,8,Yes,Medium,Teamwork,High,Medium,Digital Marketer
29,Female,PhD,Arts,High,High,Yes,High,Medium,High,Low,High,Medium,Arts,On-Site,Freelance,No,High,Yes,9,0,Yes,Medium,Teamwork,Low,High,Mechanical Engineer
41,Other,Diploma,Arts,High,Low,Yes,Medium,Low,Medium,Medium,Medium,Medium,Arts,Remote,Startup,No,Low,Yes,3,7,No,Low,Individual,Low,Low,Digital Marketer
32,Male,PhD,Medicine,High,Low,Yes,Medium,Low,Low,Medium,High,Low,Engineering,On-Site,Freelance,No,High,No,3,8,No,High,Balanced,Low,Medium,Digital Marketer
44,Female,Master’s,Engineering,Medium,High,No,Medium,Medium,Medium,Medium,Low,Low,Technology,On-Site,Government,No,High,Yes,12,5,Yes,High,Individual,Medium,Medium,Entrepreneur
39,Female,High School,Business,High,Low,No,Medium,Low,High,Medium,High,Medium,Technology,On-Site,Corporate,No,High,Yes,1,7,Yes,High,Individual,High,Medium,Research Scientist
49,Female,High School,Medicine,Medium,High,No,Medium,High,Medium,High,Low,Medium,Medicine,Hybrid,Freelance,No,High,Yes,1,6,No,High,Balanced,High,Medium,Data Scientist
49,Male,High School,Medicine,Medium,Low,Yes,High,High,Medium,High,Medium,Medium,Medicine,Remote,Freelance,Yes,Medium,No,6,9,Yes,High,Teamwork,High,Medium,Lawyer
41,Other,PhD,Science,Medium,Medium,No,Medium,Low,High,Medium,High,Low,Medicine,Remote,Startup,No,High,Yes,12,9,Yes,Medium,Individual,High,High,Lawyer
26,Female,PhD,Business,Medium,High,Yes,Medium,Low,High,Low,Low,High,Sports,On-Site,Startup,Yes,High,Yes,8,0,Yes,Medium,Teamwork,High,Medium,Digital Marketer
37,Male,High School,Arts,Medium,Low,No,Medium,High,High,Low,Low,Low,Business,Remote,Research Lab,No,Medium,Yes,11,0,No,Medium,Teamwork,Low,Medium,Entrepreneur
